0;2,428018;0;0;0;12,55674;0;0;0,4208517;0,4114582;0,3798958;0,3679411;1;-1
1;42,79007;0;0;0;0;0;6,4;0,3590065;0,3476849;0,3137199;0,3091387;1;-1
2;43,80204;0;0;0;0;-0,2233568;11,5161;0,3598515;0,3484217;0,3144459;0,3106107;1;-1
3;0;0;0;0;26,88192;-0,6251268;15,59729;0,3616969;0,3501712;0,3162222;0,3131458;1;-1
4;0;0;0;0;24,72672;-1,169084;18,84277;0,3643332;0,3527248;0,3188418;0,3165357;1;-1
5;0;0;0;0;22,71794;-1,825975;21,41193;0,3675912;0,3559136;0,3221369;0,3206118;1;-1
6;0;0;0;0;20,84845;-2,572128;23,43232;0,3713336;0,3596012;0,3259721;0,3252377;1;-1
7;0;0;0;0;19,1092;-3,388338;25,006;0,3754491;0,3636767;0,3302377;0,3303027;1;-1
8;0;0;0;0;17,4904;-4,258971;26,21469;0,3798464;0,3680494;0,3348439;0,3357165;0;-1
9;0;0;0;0;16,87499;-3,407177;20,97175;0,3844512;0,3726453;0,3397178;0,3414051;0;-1
10;0;0;0;0;17,3053;-2,725741;16,7774;0,3880898;0,3762914;0,3436781;0,3461644;0;-1
11;0;0;0;0;17,80885;-2,180593;13,42192;0,3909609;0,3791851;0,3469208;0,3501922;0;-1
12;0;0;0;0;18,38997;-1,744475;10,73754;0,3932223;0,3814839;0,3496024;0,3536465;0;-1
13;0;0;0;0;0;-1,39558;8,590031;0,3950003;0,3833136;0,3518477;0,3566533;0;-1
14;0;0;0;0;0;-1,116464;6,872025;0,3963957;0,3847744;0,3537564;0,359313;0;-1
15;0;0;0;0;45,71992;-0,893171;5,49762;0,3974887;0,3859464;0,355408;0,3617056;0;-1
16;0;0;0;0;44,30815;-0,7145368;4,398096;0,3983437;0,3868937;0,3568662;0,3638952;0;-1
17;0;0;0;0;43,05069;-0,5716295;3,518476;0,3990122;0,3876676;0,3581815;0,3659326;0;-1
18;0;0;0;0;41,92752;-0,4573036;2,814781;0,3995352;0,3883088;0,3593945;0,367858;0;-1
19;0;0;0;0;40,92233;-0,3658429;2,251825;0,3999456;0,3888499;0,3605375;0,3697037;0;-1
20;0;0;0;0;40,02168;-0,2926743;1,80146;0,4002697;0,3893174;0,361636;0,3714949;0;-1
21;0;24,97354;0;0;39,21449;-0,2341394;1,441168;0,4005286;0,3897318;0,3627104;0,3732517;0;-1
22;0;22,72454;0;0;38,49155;-0,1873116;1,152935;0,400739;0,3901099;0,3637769;0,3749899;1;-1
23;0;20,873;0;0;37,84517;-4,595663;5,526122;0,4009143;0,3904651;0,364848;0,3767217;1;-1
24;0;19,0581;0;0;38,45147;-8,280306;8,866712;0,4017512;0,3915039;0,3666704;0,3792271;1;-1
25;0;17,31999;0;0;0;-11,38037;11,3758;0,4030806;0,3930572;0,3690713;0,3823252;1;-1
26;0;15,67919;0;0;0;-14,00698;13,21448;0,4047628;0,3949853;0,3719083;0,3858664;1;-1
27;0;15,10353;0;0;0;-16,24885;14,51182;0,4066833;0,3971733;0,3750638;0,3897274;1;-1
28;0;15,69849;0;0;0;-18,17679;15,37128;0,4087481;0,3995269;0,3784409;0,3938063;1;-1
29;0;16,37926;0;0;0;-19,84727;15,87586;0,41088;0,4019686;0,3819598;0,3980184;1;-1
30;0;17,15143;0;0;0;-21,30533;16,09217;0,413016;0,4044347;0,3855544;0,4022937;1;-1
31;0;0;0;0;0;-22,58683;16,07374;0,4151043;0,4068729;0,3891699;0,4065738;1;-1
32;0;0;0;0;0;-23,72033;15,86361;0,4171026;0,4092402;0,3927607;0,4108096;1;-1
33;0;0;0;0;0;-24,72854;15,49646;0,418976;0,4115011;0,3962885;0,4149597;1;-1
34;0;44,57329;0;0;0;-25,62953;15,00028;0,420696;0,4136262;0,3997214;0,4189892;1;0
35;0;42,31675;0;0;0;-26,4376;14,39771;0,4222392;0,4155913;0,4030321;0,4228679;1;0
36;0;41,64973;0;0;0;-27,08405;13,91565;0,4233382;0,4167916;0,404554;0,4245215;1;1
37;0;40,98811;0;0;0;-24,98035;12,22316;0,4242432;0,4178005;0,4058925;0,4259929;1;1
38;0;41,87407;0;0;0;-21,42794;10,23894;0,424654;0,4179756;0,4053242;0,4251339;1;1
39;0;42,97414;0;0;0;-20,81822;9,9837;0,4248839;0,4179613;0,4045348;0,4240266;1;1
40;0;44,24147;0;0;0;-20,70192;10,18861;0,4250881;0,4179221;0,4037179;0,4228759;1;1
41;0;0;0;0;0;-20,60661;10,56953;0,4253128;0,4179079;0,4029345;0,4217469;1;1
42;0;0;0;0;0;-20,45028;11,0438;0,4255882;0,4179492;0,4022171;0,4206733;1;1
43;0;0;0;0;0;-20,2273;11,57645;0,4259354;0,4180674;0,4015872;0,4196769;1;1
44;0;0;0;0;0;-19,94537;12,14709;0,4263701;0,4182782;0,4010608;0,4187737;1;1
45;0;0;0;0;0;-19,61203;12,74102;0,4269037;0,4185932;0,4006495;0,4179754;1;1
46;0;0;0;0;0;-19,23359;13,34742;0,427545;0,419021;0,400362;0,4172909;1;1
47;0;0;0;0;0;-18,81582;13,95838;0,4282999;0,4195677;0,4002048;0,4167267;1;1
48;0;0;0;0;0;-18,36276;14,56762;0,4291732;0,4202382;0,4001826;0,4162878;1;1
49;0;0;0;0;0;-17,87789;15,1704;0,4301678;0,4210356;0,4002992;0,4159778;1;1
50;0;0;0;0;0;-17,36429;15,76324;0,4312862;0,4219624;0,4005569;0,4157995;1;1
51;0;0;0;0;0;-16,82401;16,34296;0,4325297;0,4230199;0,4009576;0,4157549;1;1
52;0;0;0;0;0;-16,25932;16,90755;0,4338992;0,4242093;0,4015028;0,4158454;1;1
53;0;0;0;0;0;-15,67163;17,45486;0,4353953;0,425531;0,4021932;0,416072;1;1
54;0;0;0;0;0;-15,06262;17,98359;0,4370178;0,4269854;0,4030294;0,4164355;1;1
55;0;0;0;0;0;-14,43358;18,49234;0,4387667;0,4285722;0,4040116;0,4169364;1;1
56;0;0;0;0;0;-13,78607;18,98039;0,4406414;0,4302912;0,4051399;0,4175747;1;1
57;0;0;0;0;0;-13,12028;19,44563;0,4426415;0,432142;0,4064141;0,4183506;1;1
58;0;0;0;0;33,71575;-12,4381;19,88849;0,4447661;0,4341237;0,407834;0,4192638;1;1
59;0;0;0;0;32,58122;-11,74035;20,30789;0,4470141;0,4362357;0,4093989;0,4203141;1;1
60;0;0;0;0;31,5417;-11,02788;20,70292;0,4493847;0,4384769;0,4111086;0,4215013;1;0
61;0;0;0;0;30,58527;-10,3027;21,07282;0,4518765;0,4408464;0,4129622;0,4228247;1;0
62;0;0;0;0;30,62252;-9,762945;21,34991;0,4543957;0,4433962;0,415646;0,4256556;1;0
